subset,num_sensors,rmse,mae,nll,crps,r2,picp_95,avg_interval_width_95,avg_pred_variance,num_samples,metrics_read_error
FD001,21,29.08094904253128,25.668097136172143,1533.8280682733175,29868.81489652058,0.27369356631957487,0.9618967623701894,79.23304575566642,6688292020012.837,13096,
FD002,21,33.09962101255788,29.47646014393338,1417.5061259662154,220664.4425325919,0.13114191636705186,0.9930275661204436,94.28018018395905,62634618633136.69,33991,
FD003,21,35.05251456702101,31.964024424777758,2468.36628054654,31.68143805903608,-0.241731447931528,0.9414919257652447,79.91206712615835,0.2544792965285489,16596,
FD004,21,30.859858959158334,27.743291826803237,1879.7967042336927,27.46096761031153,-0.01896595261120515,0.9093754549424953,72.96008607883644,0.2524389858796964,41214,
